,Unnamed: 0,end,id,start,text,catma_displaycolor,catma_markupauthor,catma_markuptimestamp,tag_type,tag_type_id,Belegung,Art,Bestimmung_Umfeld,text_name,Primary_class,Secondary_class,Anzahl__Beschuldigte_,Geschlecht_Beschuldigter,ID__Beschuldigte_,Rolle__Beschuldigte_,Alter__Betroffene_,Anzahl__Betroffene_,Geschlecht__Betroffene_,ID__Betroffene_,Geschlecht__Beschuldigter_
55,55,16357,no_annotation_11,6016,".  c)  Gesellschaftlicher Wandel und Gesetzesreformen ab den 1970er Jah- ren    Ab Ende der 1960er Jahren fand in vielen Teilen Europas ein langsamer, aber  bedeutender Wandel statt. Zu dieser Zeit und Anfang der 1970er Jahre wur- den in ganz Europa und so auch in Italien feministische Bewegungen gegrün- det, sodass sich ein neues Bild und eine neue Rolle der Frau durchsetzen  konnten. Diese gesellschaftliche Revolution erreichte Südtirol, wohl auch auf- grund seiner geografischen Gegebenheiten und der ländlichen Bevölke- rungsstruktur, zwar verspätet und nur teilweise, hatte aber trotzdem einen  nicht zu unterschätzenden Einfluss.  Infolge dieser staatsübergreifenden Bewegungen mit den Forderungen nach  Freiheit, Autonomie und Gleichberechtigung der Frau setzte ein Paradigmen- wechsel und ein gesellschaftlicher Umdenkungsprozess ein.   In der Folge gab es auch in Italien in den 1970er Jahren zahlreiche Gesetzes- reformen zu „Frauenthemen“. So wurde im Jahr 1970 nach angeregten Dis- kussionen und gegen die heftige Gegenwehr des Vatikans die Ehescheidung  gesetzlich eingeführt, die im Jahr 1974 mit Referendum bestätigt wurde.  

#######################

Seite 74

Westpfahl   Spilker   Wastl  München  - 63 -    Schutz eines öffentlichen Rechtsguts, nämlich dasjenige von Moral und An- stand, im Zentrum. Erst in der Folge hat sich hier ein Wandel vollzogen, für  den jedoch zunächst die sexuelle Selbstbestimmung und erst später die gra- vierenden Tatfolgen für die Geschädigten bestimmend waren.   a)  Die strafrechtliche Entwicklung bis 1960  Generell kann gesagt werden, dass das Sexualstrafrecht bis zum Hochmittel- alter vor allem in den Händen der Kirche lag. Erst danach entwickelte sich  allmählich ein weltliches Pendant. Selbstständige Vorschriften zum Schutz  Minderjähriger tauchen erst relativ spät auf. Zurückblickend auf das Mittelal- ter, und unter dem starken Einfluss des Christentums, war der Geschlechts- verkehr nur dann erlaubt, wenn er der Fortpflanzung diente, andernfalls galt  er als unerlaubter Ausdruck der persönlichen Freiheit. Der Begriff „stuprum“  bezeichnete dabei jede außereheliche sexuelle Handlung mit einer anständi- gen Frau. Um die vorgeschriebene Strafe zu vermeiden, musste sich der Tä- ter mit der Familie des Mädchens auf eine Wiedergutmachungsehe oder die  Zahlung einer Entschädigung einigen. Diese Regel „entweder Heirat oder  Mitgift“ wurde im Laufe der Zeit weitergegeben, bis sie sich in den Rechts- systemen vieler italienischer Staaten vor der Wiedervereinigung herauskris- tallisierte.   Im Jahr 1889 wurde im neu geeinten Staat Italien ein erstes Strafgesetzbuch,  der sogenannte Codice Zanardelli, erlassen, der im Bereich des Sexualstraf- rechts einen Paradigmenwechsel vollzog. Darin wurden die Sexualstraftaten  in den Bereich der Straftaten gegen die Sittlichkeit und die Familienordnung  eingeordnet und zwei Arten von Straftaten vorgesehen: Vergewaltigung (Art.  331 – violenza carnale) und gewaltsame geschlechtliche Handlungen (Art.  333 – atti di libidine), je nachdem, ob der Geschlechtsverkehr vollständig voll- zogen wurde oder nicht. Anders als in der Vergangenheit führte der Codice  

#######################

Seite 75

Westpfahl   Spilker   Wastl  München  - 64 -    Zanardelli somit zum ersten Mal eine Abstufung der Strafe nach der Schwere  des Vergehens ein.  In dieser Hinsicht war das nachfolgende Strafgesetzbuch, der sogennate Co- dice Rocco (das am 01.07.1930, mitten im faschistischen Regime, in Kraft trat  und noch heute gilt) eine Neuerung gegenüber der Vergangenheit. Der Ab- schnitt über die Straftat der sexuellen Gewalt trug erstmals die Überschrift  „Straftaten gegen die sexuelle Freiheit“, womit zum ersten Mal der Begriff  „Freiheit“ und damit der Schutz eines persönlichen Rechtsguts eingeführt  wurde. Der Schutz der sexuellen Freiheit der Frau war jedoch nach wie vor  immer im Rahmen ihrer sozialen Funktion und ihrer Rolle in Familie und Ge- sellschaft zu sehen, und das rechtliche Interesse bezog sich daher nach wie  vor nicht nur auf die persönliche Verletzung, sondern auch auf die öffentli- chen Folgen der Straftat.   b)  Die strafrechtliche Entwicklung ab 1960  In der Folge haben die italienischen Frauen allein oder gemeinsam grundle- gende Kämpfe für den kulturellen Wandel des Landes geführt. Einschneidend  war der Fall der 18-jährigen Franca Viola, welche sich im Jahr 1965 in Sizilien  nach ihrer Entführung der Wiedergutmachungsehe entzog und ihren Entfüh- rer, Filippo Melodia, ein Mitglied der örtlichen Mafia, anzeigte. Unbeschadet  der Versuche, die junge Frau zu diskreditieren, wurde Filippo Melodia  schließlich zu elf Jahren Gefängnis verurteilt. Dennoch wurde die Wiedergut- machungsehe erst 1981 aus dem Strafgesetzbuch gestrichen. Seit 1968 hat  sich in weiten Teilen der Welt eine globale Bewegung entwickelt, die Frauen,  Jugendliche und Minderheiten dazu veranlasst hat, neue Freiheiten und  Rechte einzufordern. Auch in Italien begannen die Frauen, sich in der femi- nistischen Bewegung zu organisieren und ihre Anerkennung in der Gesell- schaft einzufordern. Das Ergebnis waren weitreichende Gesetzesänderungen  

#######################

Seite 125

Westpfahl   Spilker   Wastl  München  - 114 -    (1)  C. 2359 § 3 CIC/1917 stellt gleichsam den Auffangtatbestand für alle  sonstigen Verfehlungen eines Klerikers im sexuellen Bereich dar, also  solche, bei denen weder ein Konkubinat (§ 1) noch einer der in § 2 ge- nannten qualifizierenden Umstände in Bezug auf den Sexualpartner  vorliegt. Die Vergewaltigung einer 17jährigen Frau unterfiel danach  ebenfalls c. 2359 § 2 CIC/1917.  (2)  In einem solchen Fall wurde lediglich eine der Schwere der Schuld ent- sprechende Strafe gefordert und die Strafwürdigkeit des sexuellen  Missbrauchs einer / eines Jugendlichen oder Erwachsenen nicht an- ders beurteilt wie beispielsweise die Teilnahme an – nach damaligen  Verhältnissen – unsittlichen Veranstaltungen.  (3)  In Ermangelung einer besonderen Qualifizierung des Verstoßes gegen  das sechste Gebot bleibt es in diesem Fall in verjährungsrechtlicher  Hinsicht bei der Grundregel des c. 1703 S. 2 CIC/1917, wonach eine  dreijährige Verjährungsfrist gilt.  cc)  In c. 2368 CIC/1917 wird die sogenannte Sollizitation unter Strafe ge- stellt.  (1)  Sowohl der CIC/1917 als auch die Instruktion „Crimen sollicitationis“  setzen den Tatbestand der Sollizitation begrifflich voraus und verzich- ten dementsprechend auf dessen nähere Umschreibung. Dieser war  gegeben, wenn der Priester im Zusammenhang mit der Beichte einen  weiblichen oder männlichen Pönitenten zu einer Sünde gegen das  sechste Gebot des Dekalogs zu verleiten suchte. Die Straftat war auch  dann gegeben, wenn die Handlung nicht zum Ziel führte oder im Inte- resse Dritter unternommen wurde.  

#######################

Seite 142

Westpfahl   Spilker   Wastl  München  - 131 -    Strafdrohung und (3) Verjährung, mit dem bis dahin geltenden c. 2359  § 2 CIC/1917 überein.  (1)  Die Tathandlung wird dort – nahezu wortgleich mit c. 2359 § 2 CIC/1917  – wie folgt beschrieben:  Clericus qui aliter contra sextum  Decalogi praeceptum deliquerit, si  quidem delictum vi vel minis vel  publice vel cum minore infra  aetatem  sedecim  annorum  patratum sit, iustis poenis puniatur,  non  exclusa,  si  casus  ferat,  dimissione e statu clericali.  Ein Kleriker, der sich auf andere  Weise gegen das sechste Gebot  des Dekalogs verfehlt hat, soll,  wenn nämlich er die Straftat mit  Gewalt, durch Drohungen, öf- fentlich oder an einem Minder- jährigen unter sechzehn Jahren  begangen hat, mit gerechten  Strafen belegt werden, gegebe- nenfalls die Entlassung aus dem  Klerikerstand nicht ausgenom- men.  Wesentliche Änderungen ergaben sich in der Folge zunächst vor allem  im Hinblick auf das Schutzalter der Missbrauchsopfer.  Als von c. 1395 § 2 CIC/1983 (a. F.) erfasste Sittlichkeitsvergehen von  Klerikern mit minderjährigen Personen wurden danach insbesondere  angesehen: Geschlechtsverkehr, homosexuelle Handlungen, Notzucht,  Vergewaltigung, Inzest, Schändung, Blutschande, Sodomie, aber auch  das Herstellen und Verwenden pornographischer Produkte sowie Ver- stöße gegen das sechste Gebot durch Worte, Zeichen, Bewegungen,  

#######################

Seite 152

Westpfahl   Spilker   Wastl  München  - 141 -    § 1, 1° CIC/1983), und zum anderen der Verjährungsbeginn auf die Voll- endung des 18. Lebensjahres des/der Betroffenen festgelegt wurde.   Von großer Bedeutung ist in diesem Zusammenhang jedoch der Um- stand, dass Papst Johannes Paul II. dem Präfekten der Glaubenskon- gregation am 07.11.2002 unter anderem die Vollmacht betreffend die  Festlegung der Verjährung beziehungsweise die Möglichkeit, sie in  Einzelfällen zu derogieren, erteilte. Diese Vollmachten wurden am  06.05.2005 durch Benedikt XVI. bestätigt.  Im Hinblick auf die in Art. 7 Ndgd2010 geregelte Verjährung haben sich  durch die Neufassungen insoweit Änderungen ergeben, als   -  die Verjährungsfrist von zehn auf zwanzig Jahre verlängert und  -  die bereits zuvor kraft päpstlicher Vollmacht eingeräumte Mög- lichkeit der Derogation der Verjährung gesetzlich verankert  wurde.  Die Neufassung des kirchlichen Strafrechts hat in Bezug auf die Ver- jährung von Missbrauchstaten zu einer differenzierten Regelung ge- führt. Während die Verjährungsfrist bei Klerikern als Täter 20 Jahre be- trägt, beläuft sie sich in den Fällen des c. 1398 § 2 CIC/ 1983 (n. F.) auf  sieben Jahre (c. 1362 § 1 CIC n. F.). Aufgrund des Vorbehalts in c. 1362  § 1, 1° CIC/ 1983 n. F. ist davon auszugehen, dass ungeachtet der aus- drücklichen Nennung des c. 1398 CIC/ 1983 (n.F.) die sich aus Art. 7  Ndgd ergebende Hemmung des Verjährungsbeginns sowie die Mög- lichkeit der Derogation der Verjährung unberührt bleiben und fortbe- stehen.  

#######################

Seite 349

Westpfahl   Spilker   Wastl  München  - 338 -    Beurteilungsmaßstäbe zu der Überzeugung gelangt sind, dass ein Fehlver- halten mindestens eines oder mehrerer Mitglieder der Diözesanleitung vor- liegt und infolgedessen die Missbrauchstaten nicht aufgeklärt und gegebe- nenfalls sanktioniert sowie die Belange der Betroffenen nicht in der gebote- nen Weise berücksichtigt worden sind. Die Darstellung der Fälle erfolgt chro- nologisch nach den ersten aktenkundig gewordenen Missbrauchsfällen.    ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
56,56,16362,B-3 ,16357,Fall ,-399266.0,Mhuerten,2025-04-25T14:47:04.850+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Bozen-Brixen,Relevante Textstelle,,,,,,,,,,
57,57,16365,no_annotation_12,16362,1  ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
58,58,16394,CATMA_F021DB48-424C-4F54-85D5-E3E9585C688B,16365,Der deutschsprachige Priester,-7143428.0,Mhuerten,2025-06-14T18:51:12.292+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
59,59,16493,no_annotation_13,16394, gehörte einer italienischen Erzdiözese an und  wurde Mitte der 1950er Jahre zum Priester geweiht. ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
60,60,16520,CATMA_C3E254AB-8E3E-4048-A034-98C95FB676E9,16493,Zu Beginn der 1960er  Jahre,-4884623.0,Mhuerten,2025-06-14T19:00:42.735+0200,Meldung,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,,,,Bozen-Brixen,Zeit,,,,,,,,,,
61,61,16663,no_annotation_14,16520,", der Priester war zu diesem Zeitpunkt Kooperator in einer heute zur  Diözese Bozen-Brixen gehörenden Gemeinde, gingen bei der Erzdiözese des  ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
62,62,16672,CATMA_8C5B5E28-06BC-4503-A604-027AE21C3D83,16663,Priesters,-7143428.0,Mhuerten,2025-06-14T19:01:52.215+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
63,63,16694,no_annotation_15,16672, mehrere Hinweise auf ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
64,64,16720,CATMA_F903CB91-EAC5-48F4-9915-17C684134088,16694,Beziehungen des Priesters ,-16039255.0,Mhuerten,2025-06-14T18:51:40.064+0200,Liebesbeziehung,CATMA_B1F08B14-5504-41F4-AFCF-E502CDB2EA9D,,,,Bozen-Brixen,Framing der Taten,Verhältnis,,,,,,,,,
65,65,16786,CATMA_7DDE4B85-5979-454F-A39F-5C76F5081DB6,16694,Beziehungen des Priesters zu teils nach da- maligem und heutigem Recht minderjährigen Frauen,-6748794.0,Mhuerten,2025-06-14T18:54:31.991+0200,Verhältnis,CATMA_485F159D-27DD-425D-B715-C4877CAA7E0D,,,,Bozen-Brixen,Tatbeschreibung,sexuell,,,,,,,,,
66,66,16719,CATMA_353DAE4C-52F1-417F-8FDA-07F6CDFD06F8,16710,Priesters,-7143428.0,Mhuerten,2025-06-14T18:51:48.615+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
67,67,16745,CATMA_29A665DF-693C-454E-8932-7870E8F7A567_0,16729,nach da- maligem,-725551.0,Mhuerten,2025-06-14T18:52:25.824+0200,erwachsen,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
68,68,16787,CATMA_29A665DF-693C-454E-8932-7870E8F7A567_1,16759,Recht minderjährigen Frauen ,-725551.0,Mhuerten,2025-06-14T18:52:25.824+0200,erwachsen,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
69,69,16786,CATMA_0A353DFF-DD87-45D6-9A2F-9F5B8B105405,16750,heutigem Recht minderjährigen Frauen,-14472051.0,Mhuerten,2025-06-14T18:52:49.501+0200,Minderjährigkeit nicht spezifiziert,CATMA_6B79399D-5227-4BAC-87F4-8ACBFC243998,,,,Bozen-Brixen,Alter (Betroffene),minderjährig,,,,,,,,,
70,70,16787,CATMA_FCC3E709-1DF6-407C-B2B4-AB25DEEEBE96,16780,Frauen ,-13288961.0,Mhuerten,2025-06-14T18:53:00.920+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
71,71,16791,no_annotation_16,16787,ein.,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
72,72,16844,CATMA_8488AEC8-4198-478F-B793-D12FE3479945,16791," Der Priester räumte  mehrere dieser Beziehungen ein,",-11832550.0,Mhuerten,2025-06-14T18:59:07.448+0200,Geständnis,CATMA_EEA0D644-183C-4A2F-91DC-0F509FE577CD,,,,Bozen-Brixen,Handeln der Beschuldigten,,,,,,,,,,
73,73,16805,CATMA_2D2BBC7A-B6E0-4737-8200-B554683FA417,16796,Priester ,-7143428.0,Mhuerten,2025-06-14T19:00:15.284+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
74,74,16840,CATMA_12008692-F2ED-438D-8AED-DB17BB2856EA,16828,Beziehungen ,-16039255.0,Mhuerten,2025-06-14T19:00:26.971+0200,Liebesbeziehung,CATMA_B1F08B14-5504-41F4-AFCF-E502CDB2EA9D,,,,Bozen-Brixen,Framing der Taten,Verhältnis,,,,,,,,,
75,75,16859,no_annotation_17,16844, unter anderem ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
76,76,16878,CATMA_D2FB6567-3184-469B-A6DB-962B9EB4DFFD,16859,sexuelle Handlungen,-13101205.0,Mhuerten,2025-07-04T23:41:16.756+0200,nicht spezifizierte Taten,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,,,,Bozen-Brixen,Tatbeschreibung,sexuell,,,,,,,,,
77,77,16931,CATMA_28E0066D-4D51-4044-AB83-2A5A065081AB,16859,sexuelle Handlungen mit ei- ner nach damaligem Recht minderjährigen Frau,-13101205.0,Mhuerten,2025-06-14T18:55:43.558+0200,nicht spezifizierte Taten,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,,,,Bozen-Brixen,Tatbeschreibung,sexuell,,,,,,,,,
78,78,16931,CATMA_E7D8C026-3378-4739-B184-E9A3807A7405,16891,nach damaligem Recht minderjährigen Frau,-725551.0,Mhuerten,2025-06-14T18:56:24.159+0200,erwachsen,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
79,79,16931,CATMA_A05C7C63-5210-4FB8-A753-C8C9927B393A,16927,Frau,-13288961.0,Mhuerten,2025-06-14T18:56:48.576+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
80,80,17103,no_annotation_18,16931,". Der damalige Apostolische  Administrator der italienischen Erzdiözese und spätere Bischof der Diözese  Bozen-Brixen, Joseph Gargitter, teilte dem Priester daraufhin mit, ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
81,81,17371,CATMA_DFA0036E-C9B0-4083-BBE6-C6A85CAD953D,17103,dass er  sich an seinem bisherigen Einsatzort (heute auf dem Gebiet der Diözese Bo- zen-Brixen) nicht mehr aufhalten könne und er sich bis zu seiner Versetzung  an einen vom damaligen Diözesanadministrator der italienischen Erzdiözese  benannten Ort zurückziehen müsse,-157253.0,Mhuerten,2025-07-10T15:13:36.370+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Bozen-Brixen,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
82,82,17617,no_annotation_19,17371,". Der Priester antwortete Joseph Gargitter  unter anderem wie folgt:  „ […] ich danke aufrichtig für Ihr Verstehen und Entgegenkom- men in der Art der Buße. […] Darf ich um Auskunft bitten, […]  ob und inwieweit der Obere des Priesterhauses über ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
83,83,17711,no_annotation_20,17626,"
#######################

Seite 352

Westpfahl   Spilker   Wastl  München  - 341 -   ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
84,84,17718,B-4_0,17711, Fall 2,-399266.0,Mhuerten,2025-04-25T15:20:54.295+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Bozen-Brixen,Relevante Textstelle,,,,,,,,,,
85,85,62147,B-4_1,62138,  Fall 2 ,-399266.0,Mhuerten,2025-04-25T17:05:28.500+0200,Start,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,,,,Bozen-Brixen,Relevante Textstelle,,,,,,,,,,
86,86,17724,no_annotation_21,17718,  Der ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
87,87,17733,CATMA_3408B36B-5D33-4F36-9BFE-7E2EAD3EB853,17724,Priester ,-7143428.0,Mhuerten,2025-06-14T19:03:10.401+0200,Kleriker,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,,,,Bozen-Brixen,Beschuldigte,,,,,,,,,,
88,88,17788,no_annotation_22,17733,wurde bereits bei seinem ersten Einsatz als Kooperator ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
89,89,17813,CATMA_F645479F-932D-402B-9F9E-10BB124F3559,17788,Anfang  der 1960er Jahre ,-12791831.0,Mhuerten,2025-06-14T19:03:26.079+0200,Reaktion,CATMA_CF1496D6-1684-4085-B5F6-57DC2B91426C,,,,Bozen-Brixen,Zeit,,,,,,,,,,
90,90,17849,no_annotation_23,17813,als verhaltensauffällig eingestuft. ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
91,91,18023,CATMA_E004BFED-16A7-4032-BCB2-77F98D238D65,17849,"Der damalige Generalvi- kar warnte den zuständigen Pfarrer, dass der ihm anvertraute Kooperator  „nicht besonders intelligent sei und deshalb auch Dummheiten machen  könne“. ",-3046417.0,Mhuerten,2025-06-16T09:53:30.740+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,,,,,,,,,,
92,92,17907,CATMA_0C417041-9B94-4277-BDF1-3F2AFA0284F6,17888,zuständigen Pfarrer,-8672679.0,Mhuerten,2025-06-16T08:49:18.189+0200,Pfarrei,CATMA_694236AD-35A4-493B-B295-5526303EA538,,,,Bozen-Brixen,Tatkonstellation,Seelsorge,,,,,,,,,
93,93,18021,CATMA_CB245751-0565-4D8D-B185-1E975F437302,17947,nicht besonders intelligent sei und deshalb auch Dummheiten machen  könne“,-2197479.0,Mhuerten,2025-06-14T19:04:28.442+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,direkt,,,Bozen-Brixen,Zitat,,,,,,,,,,
94,94,18007,CATMA_88A86348-E2D3-451E-9F06-A4B732E63179,17996,Dummheiten ,-7752464.0,Mhuerten,2025-05-06T14:06:34.186+0200,Dummheit,CATMA_B9C42C77-32E3-4E40-9725-60C636A754AF,,,,Bozen-Brixen,Framing der Taten,,,,,,,,,,
95,95,18101,no_annotation_24,18023,Soweit ersichtlich bezog sich diese Warnung in erster Linie auf Kon- takte zu ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
96,96,18107,CATMA_635F20E6-61B3-4F13-ABEB-715F02A383EE,18101,Frauen,-13288961.0,Mhuerten,2025-06-14T19:04:50.568+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
97,97,18107,CATMA_D8724100-9CEE-4753-83D6-40CCD051939F,18101,Frauen,-11911038.0,Mhuerten,2025-06-14T19:05:11.672+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,implizit,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
98,98,18118,no_annotation_25,18107,", die eine ",,,,,,,,,Bozen-Brixen,,,,,,,,,,,
99,99,18143,CATMA_F8E803AC-FA22-4FD3-8FBE-481A5D707EDE,18118,„Gefahr für seinen Beruf“,-12837044.0,Mhuerten,2025-05-06T14:13:09.149+0200,Gefahr für priesterliches Ansehen,CATMA_994AD716-6C79-49B1-B48A-11AEB8300355,,,,Bozen-Brixen,Framing der Taten,,,,,,,,,,
100,100,18142,CATMA_0308352D-B4AC-47B3-9860-03BB69853E10,18119,Gefahr für seinen Beruf,-2197479.0,Mhuerten,2025-06-14T19:05:50.801+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,direkt,,,Bozen-Brixen,Zitat,,,,,,,,,,
101,101,18164,no_annotation_26,18143, darstellen könnten. ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
102,102,18634,CATMA_71C98A7C-ABFE-434C-A848-93EC63CAFC8E,18164," Einige Monate nach dieser Warnung ging im Ordinariat in Trient folgender  Bericht des für den Priester zuständigen Dekans ein:  „Seine Vertrauensseligkeit cum mulieribus ist sehr verdächtig.  Mädchen befinden sich oft länger als zulässig in seinem Zimmer,  Einladungen im Winter zu Schlittenfahrten waren nicht selten,  wie mir erst jetzt bekannt wurde. Ausflüge mit Mädchen kom- men immer wieder vor, kürzlich soll er in Rabenstein in Zivil ge- sehen worden sein […].“",-3046417.0,Mhuerten,2025-06-16T09:53:01.189+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,,,,,,,,,,
103,103,18632,CATMA_04178A0E-2FFA-449D-81EF-F7E9A07CCC4B,18294,"Seine Vertrauensseligkeit cum mulieribus ist sehr verdächtig.  Mädchen befinden sich oft länger als zulässig in seinem Zimmer,  Einladungen im Winter zu Schlittenfahrten waren nicht selten,  wie mir erst jetzt bekannt wurde. Ausflüge mit Mädchen kom- men immer wieder vor, kürzlich soll er in Rabenstein in Zivil ge- sehen worden sein […]",-2197479.0,Mhuerten,2025-06-14T19:06:15.203+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,direkt,,,Bozen-Brixen,Zitat,,,,,,,,,,
104,104,18334,CATMA_45CD5D43-1824-415C-B230-A315FCBA2ECA,18324,mulieribus,-13288961.0,Mhuerten,2025-06-14T19:07:12.714+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
105,105,18334,CATMA_EC041FC7-E52B-41DC-B556-D21FC389C242,18324,mulieribus,-11911038.0,Mhuerten,2025-06-14T19:06:50.410+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,implizit,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
106,106,18365,CATMA_0CFA4E25-A27D-495B-A724-602B155F689F,18357,Mädchen ,-11911038.0,Mhuerten,2025-06-14T19:07:24.400+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,implizit,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
107,107,18627,CATMA_7E2DC432-D6E9-4FD6-8F6E-7F59F5BDDF58,18357,"Mädchen befinden sich oft länger als zulässig in seinem Zimmer,  Einladungen im Winter zu Schlittenfahrten waren nicht selten,  wie mir erst jetzt bekannt wurde. Ausflüge mit Mädchen kom- men immer wieder vor, kürzlich soll er in Rabenstein in Zivil ge- sehen worden sei",-15715508.0,Mhuerten,2025-06-14T19:08:04.631+0200,weitere Vorwürfe,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,,,,Bozen-Brixen,Tatbeschreibung,,,,,,,,,,
108,108,18365,CATMA_13EAB593-8ADC-4F29-8395-D3783B0DEFEA,18357,Mädchen ,-13288961.0,Mhuerten,2025-06-14T19:07:35.278+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
109,109,18539,CATMA_8069E1A8-BDE2-4B19-820F-749AE3A4C368,18532,Mädchen,-13288961.0,Mhuerten,2025-06-14T19:13:13.104+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Bozen-Brixen,Geschlecht (Betroffene),,,,,,,,,,
110,110,18539,CATMA_3A4BF52E-8053-4DA4-98EF-1E6085E034A9,18532,Mädchen,-11911038.0,Mhuerten,2025-06-14T19:12:49.644+0200,Alter unklar,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,,,,Bozen-Brixen,Alter (Betroffene),,,,,,,,,,
111,111,18706,no_annotation_27,18634,  Nur einen Tag später folgte eine Beschwerde des zuständigen Pfarrers. ,,,,,,,,,Bozen-Brixen,,,,,,,,,,,
112,112,18953,CATMA_47ED09DD-4A6C-48C5-9457-A219DFC611B6,18706,"Der  Pfarrer beklagte, dass die „Umgangsformen“ des Priesters gegenüber – so- weit ersichtlich – volljährigen Frauen, „den Leuten Anlass zu Redereien“ bö- ten. Darüber hinaus begehe der Priester „immer wieder Dummheiten und  Ungeschicklichkeiten“.",-3046417.0,Mhuerten,2025-06-16T09:52:37.364+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,,Bozen-Brixen,Handeln des Umfelds,,,,,,,,,,
