,start,end,id,text,tag_type_id,tag_type,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,Belegung,Geschlecht__Beschuldigter_,Art,Geschlecht_Beschuldigter,Anzahl__Beschuldigte_,Rolle__Beschuldigte_,ID__Beschuldigte_,Geschlecht__Betroffene_,Alter__Betroffene_,Anzahl__Betroffene_,ID__Betroffene_,Bestimmung_Umfeld
323,33448,33488,CATMA_BE62E031-9B4C-4DCC-B35B-BDBC0C361EDB,sich aus der  kirchlichen Arbeit zurück.,CATMA_90CB3A2D-7E2C-466B-B8B1-CF73F0E8667D,Weiteres Handeln der Beschuldigten,Mhuerten,2025-07-15T16:58:21.973+0200,-10801023,,,,,,,,,,,,
324,33488,33620,no_annotation_34,"307 Dies ist keineswegs ein Einzelfall: Zahlreiche Do­ kumente in den kirchlichen Archiven, aber auch die Existenz von Gruppen wie  ",,,,,,,,,,,,,,,,,
325,33620,33667,CATMA_06A9D2E3-5690-4FA1-96BE-FAE03204DE32,Zöfra – der Verein der vom Zölibat betroffenen ,CATMA_651A25AF-4812-44F4-93CD-2E2762CA7948,Betroffene,Mhuerten,2025-07-15T16:59:56.464+0200,-15895942,direkt,,,,,,,,,,,
326,33620,33667,CATMA_EC2D8706-59F0-4D5D-B14C-75386059F4F3,Zöfra – der Verein der vom Zölibat betroffenen ,CATMA_FF84C8AC-BA1D-4290-AAEB-8100EDC4076E,Zölibatsverstoß,Mhuerten,2025-07-15T16:59:46.536+0200,-9566039,,,,,,,,,,,,
327,33667,33668,CATMA_BBA33696-E402-4573-BD36-72571B6E6AB5,F,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-07-15T17:00:39.473+0200,-13288961,,,,,,,,,,,,
328,33667,33668,CATMA_06A9D2E3-5690-4FA1-96BE-FAE03204DE32,F,CATMA_651A25AF-4812-44F4-93CD-2E2762CA7948,Betroffene,Mhuerten,2025-07-15T16:59:56.464+0200,-15895942,direkt,,,,,,,,,,,
329,33667,33668,CATMA_3F16AB53-B621-4449-9A42-3BD439964B85,F,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-07-15T17:00:23.613+0200,-725551,,,,,,,,,,,,
330,33667,33668,CATMA_EC2D8706-59F0-4D5D-B14C-75386059F4F3,F,CATMA_FF84C8AC-BA1D-4290-AAEB-8100EDC4076E,Zölibatsverstoß,Mhuerten,2025-07-15T16:59:46.536+0200,-9566039,,,,,,,,,,,,
331,33668,33669,CATMA_BBA33696-E402-4573-BD36-72571B6E6AB5,r,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-07-15T17:00:39.473+0200,-13288961,,,,,,,,,,,,
332,33668,33669,CATMA_06A9D2E3-5690-4FA1-96BE-FAE03204DE32,r,CATMA_651A25AF-4812-44F4-93CD-2E2762CA7948,Betroffene,Mhuerten,2025-07-15T16:59:56.464+0200,-15895942,direkt,,,,,,,,,,,
333,33668,33669,CATMA_3F16AB53-B621-4449-9A42-3BD439964B85,r,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-07-15T17:00:23.613+0200,-725551,,,,,,,,,,,,
334,33668,33669,CATMA_3F16AB53-B621-4449-9A42-3BD439964B85,r,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-07-15T17:00:23.613+0200,-725551,,,,,,,,,,,,
335,33668,33669,CATMA_EC2D8706-59F0-4D5D-B14C-75386059F4F3,r,CATMA_FF84C8AC-BA1D-4290-AAEB-8100EDC4076E,Zölibatsverstoß,Mhuerten,2025-07-15T16:59:46.536+0200,-9566039,,,,,,,,,,,,
336,33669,33674,CATMA_BBA33696-E402-4573-BD36-72571B6E6AB5,auen ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-07-15T17:00:39.473+0200,-13288961,,,,,,,,,,,,
337,33669,33674,CATMA_06A9D2E3-5690-4FA1-96BE-FAE03204DE32,auen ,CATMA_651A25AF-4812-44F4-93CD-2E2762CA7948,Betroffene,Mhuerten,2025-07-15T16:59:56.464+0200,-15895942,direkt,,,,,,,,,,,
338,33669,33674,CATMA_3F16AB53-B621-4449-9A42-3BD439964B85,auen ,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-07-15T17:00:23.613+0200,-725551,,,,,,,,,,,,
339,33669,33674,CATMA_EC2D8706-59F0-4D5D-B14C-75386059F4F3,auen ,CATMA_FF84C8AC-BA1D-4290-AAEB-8100EDC4076E,Zölibatsverstoß,Mhuerten,2025-07-15T16:59:46.536+0200,-9566039,,,,,,,,,,,,
340,33674,33688,CATMA_06A9D2E3-5690-4FA1-96BE-FAE03204DE32,in der Schweiz,CATMA_651A25AF-4812-44F4-93CD-2E2762CA7948,Betroffene,Mhuerten,2025-07-15T16:59:56.464+0200,-15895942,direkt,,,,,,,,,,,
341,33674,33688,CATMA_EC2D8706-59F0-4D5D-B14C-75386059F4F3,in der Schweiz,CATMA_FF84C8AC-BA1D-4290-AAEB-8100EDC4076E,Zölibatsverstoß,Mhuerten,2025-07-15T16:59:46.536+0200,-9566039,,,,,,,,,,,,
342,33688,33803,no_annotation_35,"308 – und  ihre hohe Mitgliederzahl zeigen auf, dass sich in der Untersuchungsperiode  eine bemerkenswerte Zahl an ",,,,,,,,,,,,,,,,,
343,33803,33813,CATMA_EC598AA5-A0D0-499B-A3D0-4D1736B77697,Priestern ,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,Kleriker,Mhuerten,2025-07-15T17:00:54.216+0200,-7143428,,,,,,,,,,,,
344,33813,33845,no_annotation_36,nicht an das Gebot des Zölibats ,,,,,,,,,,,,,,,,,
345,33845,33850,,hielt,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-07-15T16:59:08.473+0200,-9667700,,,,,,,,,,,,
346,33850,39418,no_annotation_37,".  Aus verschiedenen Gesprächen geht hervor, dass der Zölibat in der Ausbildung  von Priestern und Ordensmitgliedern lange Zeit nur ungenügend thematisiert  wurde, obwohl sich dabei oft noch sehr junge Menschen zur lebenslangen  Enthaltsamkeit verpflichten.309 Problematiken, die sich einerseits aus der se­ xuellen Enthaltsamkeit, andererseits aus dem lebenslangen Fehlen einer kör­ perlichen und teilweise auch emotionalen Beziehung ergeben, wurden in den  privaten und individuellen Bereich verschoben, die Herausforderungen dieser  «Prüfung» sollten dabei durch Glauben, Gebet und die Unterstützung Gottes gelöst werden. Dadurch, dass gemäss katholischer Sexualmoral die meisten Ausprägungen  von Sexualität verboten waren, stellte das kirchliche Recht entsprechend auch  keine wirklichen Abstufungen von Verstössen zur Verfügung. So galt «homose­ xuelles Fehlverhalten» von Klerikern bis zu den Änderungen des Kanonischen  Rechts 1983 als besonders schwere Straftat, die neben sexuellem Missbrauch  und Sodomie in einer Reihe stand.310 Obwohl Homosexualität im ausgehenden  20. Jahrhundert nicht mehr strikt verfolgt wurde, vermittelten Vertreterinnen  und Vertreter der katholischen Kirche nach wie vor eine homophobe Kultur, in  welcher die Ablehnung homosexueller Neigungen und gleichgeschlechtlicher  Beziehungen einen wichtigen Platz einnahm.311 Tatsächlich deuten verschiedene  Studien jedoch auf einen deutlich höheren Anteil an homosexuellen Männern  im katholischen Kontext im Vergleich zu der Gesamtbevölkerung hin.312 Trotz  der Ächtung der Homosexualität zogen also kirchliche Institutionen zahlrei­ che Personen an, deren Lebensweise sie eigentlich verurteilten – die Kirche bot  einen Zufluchtsort vor der Gewalt, die sie selbst zu verbreiten half.313 Entspre­ chend erschwert sind Untersuchungen in diesem Bereich. Diese Spezifika der katholischen Kirche gilt es in zukünftigen Untersuchun­ gen näher in den Blick zu nehmen. Es ist zu klären, was Missbräuche in der ka­ tholischen Kirche begünstigt, was sie von Missbräuchen in anderen Räumen  unterscheidet – was der spezifische «katholische Geschmack» ist. Hierfür muss  306	 Ebd.; Dressing; Salize; Dölling u. a., Sexueller Missbrauch an Minderjährigen im Bereich der D. K.  S. 12. 307	 Leimgruber; Ries; Fink, Bischöfe von Basel, S. 399–400. 308	 Verein der vom Zölibat betroffenen Frauen, www.zoefra.ch/, Stand: 20.04.2023. 309	 Eine Pionierstudie zu diesem Thema erschien bereits 1955: Crottogini, Werden und Krise des Pries­ terberufes. 310	 Kongregation für die Glaubenslehre, Geschichtliche Einführung, www.vatican.va/resources/re­ sources_introd-storica_ge.html, Stand: 20.04.2023. 311	 Zum aktuellen Forschungsstand zu internalisierter Homonegativität in der katholischen Kirche vgl.  Schläfli, Religiös und LGBTQIA+, S. 11–12. 312	 Grossbölting, Die schuldigen Hirten, S. 119; Martel, Sodom; Rothe, Gewollt. Geliebt. Gesegnet; Tri­ cou, Des soutanes et des hommes. 313	 Notizen von Guilhem Lavignotte. Mail an das Forschungsteam vom 17.03.2023. 

#######################

Seite 92

Bericht zum Pilotprojekt zur Geschichte sexuellen Missbrauchs im Umfeld  der römisch-katholischen Kirche in der Schweiz seit Mitte des 20. Jahrhunderts 92 berichtet werden. Wir tun das gewöhnlich nicht, damit die Priester nach Ver­ büssung der Strafe leichter wieder irgendwo verwendet werden können.»355 In einem anderen Fall aus den 1980er Jahren schrieb der damalige Bischof  von St. Gallen, Otmar Mäder, er müsse einem Priester notfalls «[…] den kirchen­ rechtlichen Prozess androhen. Material hätte ich jetzt genug beisammen. Al­ lerdings ist das ein Weg, den ich deswegen nicht schätze, weil er ausserordent­ lich lange geht. Denn er ist nur über Rom möglich.»356 Auch in diesem Fall kann  schlussendlich kein kirchenrechtliches Verfahren nachgewiesen werden. Ab 2010, dem Jahr, in dem in der Schweiz zahlreiche Missbrauchsfälle öffent­ lich diskutiert wurden, wurde die Verpflichtung zu kirchlichen Strafverfahren  und zu Meldungen von Fällen sexuellen Missbrauchs an Minderjährigen nach  Rom konsequenter umgesetzt. Im Bistum Basel schrieb Bischof Felix Gmür zu  einem Fall, der dem Fachgremium 2018 gemeldet wurde: «Auch wenn die Vor­ würfe der mutmasslichen sexuellen Übergriffe von 1995–1998 gemäss zivilem  und kirchlichem Recht bereits verjährt waren, war ich verpflichtet, als Bischof  von Basel am […] 2019 eine kanonische Voruntersuchung gemäss cc 1717–1719 CIC  zu eröffnen und […] eine Meldung an die Staatsanwaltschaft 2 in Emmenbrücke  aufgrund Art. 187 StGB sowie Art. 188 StGB zu erstatten.»357 Diese heute gültigen  Regeln des Umgangs der katholischen Kirche mit Fällen sexuellen Missbrauchs,  welche Bischof Gmür zu diesem Vorgehen verpflichteten, finden sich in den va­ tikanischen «Substantiellen Normen über Straftaten, die der Kongregation für  die Glaubenslehre reserviert sind». Zu bemerken ist, dass einzelne Regelungen  erst im Laufe der Zeit in die Normen aufgenommen wurden und deshalb zuvor  nicht durch die Kongregation für Glaubenslehre358 geahndet wurden, also auch  nicht nach Rom gemeldet werden mussten. So wurde die von einem Kleriker mit  einer/einem Minderjährigen begangene Straftat gegen das sechste Gebot erst  2001 explizit in den Katalog aufgenommen und erst 2019 eine kircheninterne  Meldepflicht eingeführt.359 Die Einordnung und Sanktionierungspraxis sexuellen Missbrauchs durch  kirchliche Gerichte auf Basis des CIC geht aber auch heute noch kaum mit einer  gesellschaftlichen Wahrnehmung des Schweregrads und der Bedeutung solcher  Vergehen einher. ",,,,,,,,,,,,,,,,,
347,39418,39422,S-7,Die ,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-07-15T17:01:24.490+0200,-399266,,,,,,,,,,,,
348,39422,39476,no_annotation_38,in Frankreich medial diskutierte Affäre rund um einen ,,,,,,,,,,,,,,,,,
349,39476,39485,CATMA_236F465F-2498-4083-9C5D-634116BBB74C, Jesuiten,CATMA_0E3DFEA2-E250-4580-BC82-29A15E865250,Rahmeninformationen Beschuldigte,Mhuerten,2025-07-15T17:03:06.845+0200,-5286262,,,,männlich,1,Kleriker,T-S-5,,,,,
350,39485,39646,no_annotation_39,"360 zeigt deutlich, wie viel Spielraum das kanonische Recht auch heute  noch lässt und wie wenig geeignet es deshalb als Werkzeug der Sanktionierung  von Fällen ",,,,,,,,,,,,,,,,,
351,39646,39656,CATMA_E0A97EA4-B7FA-4C9B-B912-AA7B2CEF2291,sexuellen ,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T17:03:46.451+0200,-13101205,,,,,,,,,,,,
352,39646,39656,CATMA_FC58E06C-C7D5-49CD-85EA-DA3131182645,sexuellen ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T17:04:01.848+0200,-13239067,,,,,,,,,,,,
353,39656,39667,CATMA_E0A97EA4-B7FA-4C9B-B912-AA7B2CEF2291,Missbrauchs,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T17:03:46.451+0200,-13101205,,,,,,,,,,,,
354,39656,39667,CATMA_FC58E06C-C7D5-49CD-85EA-DA3131182645,Missbrauchs,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T17:04:01.848+0200,-13239067,,,,,,,,,,,,
355,39667,39730,no_annotation_40, ist. 2018 kam es zu einer ersten kanonischen Untersuchung der ,,,,,,,,,,,,,,,,,
356,39730,39758,CATMA_C5AA79E3-5996-4DDA-897E-D6B45A160E93,Vorwürfe wegen  spirituellen,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T17:04:51.659+0200,-13239067,,,,,,,,,,,,
357,39730,39758,CATMA_3EB71DB2-E2DD-47F2-883E-8E07C4EF1C65,Vorwürfe wegen  spirituellen,CATMA_C530CE53-BC35-4E6E-83D6-C90A6663C0BB,spirituell,Mhuerten,2025-07-15T17:04:24.545+0200,-2367366,,,,,,,,,,,,
358,39758,39765,CATMA_C5AA79E3-5996-4DDA-897E-D6B45A160E93, sowie ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T17:04:51.659+0200,-13239067,,,,,,,,,,,,
359,39765,39775,CATMA_C5AA79E3-5996-4DDA-897E-D6B45A160E93,sexuellen ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T17:04:51.659+0200,-13239067,,,,,,,,,,,,
360,39765,39775,CATMA_B4C1AA0E-33B3-4731-9CAB-5AD2F475070A,sexuellen ,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T17:04:40.327+0200,-13101205,,,,,,,,,,,,
361,39775,39786,CATMA_C5AA79E3-5996-4DDA-897E-D6B45A160E93,Missbrauchs,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T17:04:51.659+0200,-13239067,,,,,,,,,,,,
362,39775,39786,CATMA_3EB71DB2-E2DD-47F2-883E-8E07C4EF1C65,Missbrauchs,CATMA_C530CE53-BC35-4E6E-83D6-C90A6663C0BB,spirituell,Mhuerten,2025-07-15T17:04:24.545+0200,-2367366,,,,,,,,,,,,
363,39775,39786,CATMA_B4C1AA0E-33B3-4731-9CAB-5AD2F475070A,Missbrauchs,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T17:04:40.327+0200,-13101205,,,,,,,,,,,,
364,39786,39850,no_annotation_41," gegen den Jesuiten. In einer Befragung  warf ihm eine Frau vor,",,,,,,,,,,,,,,,,,
365,39850,39851,CATMA_A0B73DE4-828F-49D2-A153-EA665505AFCD, ,CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83,Strafrechtlich,Mhuerten,2025-07-15T17:07:34.043+0200,-4765492,relevant,,,,,,,,,,,
366,39851,39870,CATMA_E64EDFCF-D3A0-4F38-9BC0-1D173CECEEB9,sexuelle Übergriffe,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T17:05:57.648+0200,-13101205,,,,,,,,,,,,
367,39851,39870,CATMA_A0B73DE4-828F-49D2-A153-EA665505AFCD,sexuelle Übergriffe,CATMA_B2A70BB2-B8E3-4CC6-AD7E-AC32AD8F0A83,Strafrechtlich,Mhuerten,2025-07-15T17:07:34.043+0200,-4765492,relevant,,,,,,,,,,,
368,39870,39879,CATMA_E64EDFCF-D3A0-4F38-9BC0-1D173CECEEB9, begangen,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T17:05:57.648+0200,-13101205,,,,,,,,,,,,
369,39879,39906,no_annotation_42, sowie daran anschliessend ,,,,,,,,,,,,,,,,,
370,39906,39907,CATMA_88E47F97-9ECF-4123-A6ED-4218D2867A97, ,CATMA_1CC42082-7E15-4731-8570-71F4F74C8D9F,Rahmeninformationen Betroffene,Mhuerten,2025-07-15T17:06:18.961+0200,-9258422,,,,,,,,weiblich,erwachsen,1,B-S-3,
371,39906,39907,CATMA_5C023DE0-9DFE-439F-AE6E-584D6CF1CA02, ,CATMA_5627441E-9527-4A3F-BC56-E783D29ACECA,Kirchenrechtlich,Mhuerten,2025-07-15T17:07:02.393+0200,-16721871,relevant,,,,,,,,,,,
372,39907,39931,CATMA_DCE077FD-3EF5-4F68-8FD7-3C7633A3676B,einer beteiligten Person,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,weitere Vorwürfe,Mhuerten,2025-07-15T17:06:12.396+0200,-15715508,,,,,,,,,,,,
373,39907,39931,CATMA_88E47F97-9ECF-4123-A6ED-4218D2867A97,einer beteiligten Person,CATMA_1CC42082-7E15-4731-8570-71F4F74C8D9F,Rahmeninformationen Betroffene,Mhuerten,2025-07-15T17:06:18.961+0200,-9258422,,,,,,,,weiblich,erwachsen,1,B-S-3,
374,39907,39931,CATMA_5C023DE0-9DFE-439F-AE6E-584D6CF1CA02,einer beteiligten Person,CATMA_5627441E-9527-4A3F-BC56-E783D29ACECA,Kirchenrechtlich,Mhuerten,2025-07-15T17:07:02.393+0200,-16721871,relevant,,,,,,,,,,,
375,39931,39946,CATMA_DCE077FD-3EF5-4F68-8FD7-3C7633A3676B, die Absolution,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,weitere Vorwürfe,Mhuerten,2025-07-15T17:06:12.396+0200,-15715508,,,,,,,,,,,,
376,39931,39946,CATMA_5C023DE0-9DFE-439F-AE6E-584D6CF1CA02, die Absolution,CATMA_5627441E-9527-4A3F-BC56-E783D29ACECA,Kirchenrechtlich,Mhuerten,2025-07-15T17:07:02.393+0200,-16721871,relevant,,,,,,,,,,,
377,39946,39963,CATMA_DCE077FD-3EF5-4F68-8FD7-3C7633A3676B, erteilt zu haben,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,weitere Vorwürfe,Mhuerten,2025-07-15T17:06:12.396+0200,-15715508,,,,,,,,,,,,
378,39963,40059,no_annotation_43,. Diese absolutio complicis  wird auf Deutsch mit «Lossprechung eines Mitschuldigen» übersetzt. ,,,,,,,,,,,,,,,,,
379,40059,40114,CATMA_82FFE0A5-5628-4AC8-AFF8-C7F38DBC11A6,Die Kon­ gregation für die Glaubenslehre bestrafte den ,CATMA_3A4B3749-0203-4919-9554-D54C3318A625,"Maßnahme, Strafe",Mhuerten,2025-07-15T17:08:17.761+0200,-9403721,,,,,,,,,,,,
380,40114,40147,CATMA_82FFE0A5-5628-4AC8-AFF8-C7F38DBC11A6,Jesuiten – allerdings ausschliess,CATMA_3A4B3749-0203-4919-9554-D54C3318A625,"Maßnahme, Strafe",Mhuerten,2025-07-15T17:08:17.761+0200,-9403721,,,,,,,,,,,,
381,40147,41306,no_annotation_44,"­ 355	 Siehe Kapitel 6a; Bischöfliches Archiv des Bistums Basel, Personaldossier G. A. 356	 Bischöfliches Archiv des Bistums St. Gallen, Personalakte R. L. 357	 Archiv des diözesanen Fachgremiums Basel, E. C. 358	 Die ehemalige Kongregation für die Glaubenslehre heisst seit dem 5. Juni 2022 Dikasterium für die  Glaubenslehre. 359	 Grossbölting, Die schuldigen Hirten, S. 71–74. Siehe Kapitel 3c. Alle Kleriker und Angehörige eines  Instituts des geweihten Lebens oder einer Gesellschaft des apostolischen Lebens, die Kenntnis von einem  Fall eines möglichen Sexualdelikts durch Kleriker oder Ordensleute haben, wurden explizit verpflichtet  «die Tatsache beizeiten dem Ordinarius des Ortes, wo die Taten stattgefunden haben sollen, oder einem  anderen Ordinarius gemäss can. 134 CIC und can. 984 CCEO zu melden.», Art. 3 § 1 Motu Proprio Vos estis  lux mundi vom 7.5.2019. 360	 Rivallain, Comprendre l’affaire Rupnik, in: La Vie, 27.12.2022, www.lavie.fr/christianisme/eglise/ comprendre-laffaire-rupnik-en-six-grandes-questions-85968.php, Stand: 20.04.2023. 

#######################

Seite 93

93 6. Umgang der katholischen Kirche mit sexuellem Missbrauch",,,,,,,,,,,,,,,,,
382,41306,41360,CATMA_82FFE0A5-5628-4AC8-AFF8-C7F38DBC11A6," lich wegen des zweiten Tatbestands, der Absolution – ",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,"Maßnahme, Strafe",Mhuerten,2025-07-15T17:08:17.761+0200,-9403721,,,,,,,,,,,,
383,41360,41430,CATMA_82FFE0A5-5628-4AC8-AFF8-C7F38DBC11A6,mit der Höchststrafe in  der katholischen Kirche: der Exkommunikation.,CATMA_3A4B3749-0203-4919-9554-D54C3318A625,"Maßnahme, Strafe",Mhuerten,2025-07-15T17:08:17.761+0200,-9403721,,,,,,,,,,,,
384,41430,41432,no_annotation_45, F,,,,,,,,,,,,,,,,,
385,41432,41470,CATMA_2FD6BA2B-27BC-42EE-895D-BCFD4150DB91,ür den Straftatbestand des  sexuellen ,CATMA_86272FE8-18AD-46EB-B7C0-40B75F016B67,Verzögerung,Mhuerten,2025-07-15T17:08:40.136+0200,-5632485,Untätigkeit,,,,,,,,,,,
386,41470,41579,CATMA_2FD6BA2B-27BC-42EE-895D-BCFD4150DB91,Missbrauchs hob die Kongregation für die Glaubenslehre die Verjäh­ rung nicht auf und verfolgte die Vorwürfe ,CATMA_86272FE8-18AD-46EB-B7C0-40B75F016B67,Verzögerung,Mhuerten,2025-07-15T17:08:40.136+0200,-5632485,Untätigkeit,,,,,,,,,,,
387,41579,41605,CATMA_2FD6BA2B-27BC-42EE-895D-BCFD4150DB91,entsprechend nicht weiter.,CATMA_86272FE8-18AD-46EB-B7C0-40B75F016B67,Verzögerung,Mhuerten,2025-07-15T17:08:40.136+0200,-5632485,Untätigkeit,,,,,,,,,,,
388,41605,41606,no_annotation_46, ,,,,,,,,,,,,,,,,,
389,41606,41691,CATMA_5167B6B3-A68C-4B0A-BFDE-A9DCD5B2A082,"Die ausge­ sprochene Exkommunikation wurde noch im selben Monat aufgehoben, was bei  ",CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-07-15T17:09:00.929+0200,-2587561,,,,,,,,,,,,
390,41691,41745,CATMA_5167B6B3-A68C-4B0A-BFDE-A9DCD5B2A082,"dieser Strafe häufig der Fall ist, insofern der Täter ",CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-07-15T17:09:00.929+0200,-2587561,,,,,,,,,,,,
391,41745,41755,CATMA_5167B6B3-A68C-4B0A-BFDE-A9DCD5B2A082,geständig ,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-07-15T17:09:00.929+0200,-2587561,,,,,,,,,,,,
392,41745,41755,CATMA_4B8408D8-2AC6-479B-A4D5-62DE7F473CC3,geständig ,CATMA_EEA0D644-183C-4A2F-91DC-0F509FE577CD,Geständnis,Mhuerten,2025-07-15T17:09:13.841+0200,-11832550,,,,,,,,,,,,
393,41755,41759,CATMA_5167B6B3-A68C-4B0A-BFDE-A9DCD5B2A082,ist.,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-07-15T17:09:00.929+0200,-2587561,,,,,,,,,,,,
394,41759,41910,no_annotation_47," Dass der Täter  einer «mitschuldigen» Person die Absolution erteilt hatte, wurde in diesem Fall  also kirchenrechtlich bestraft, während bezüglich des",,,,,,,,,,,,,,,,,
395,41910,41921,CATMA_FF0EADB7-8DE2-4453-AFB9-7C0A5A12696B, sexuellen ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T17:10:14.793+0200,-13239067,,,,,,,,,,,,
396,41910,41921,CATMA_7EAEB6E0-3A12-45C4-AB4E-1CCA63882BDE, sexuellen ,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T17:10:05.388+0200,-13101205,,,,,,,,,,,,
397,41921,41932,CATMA_FF0EADB7-8DE2-4453-AFB9-7C0A5A12696B,Missbrauchs,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T17:10:14.793+0200,-13239067,,,,,,,,,,,,
398,41921,41932,CATMA_7EAEB6E0-3A12-45C4-AB4E-1CCA63882BDE,Missbrauchs,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T17:10:05.388+0200,-13101205,,,,,,,,,,,,
399,41932,41937,no_annotation_48, an  ,,,,,,,,,,,,,,,,,
400,41937,41960,CATMA_35DF5F76-E4AD-4F9D-A01E-C0EAD2D1232E,ungefähr zwanzig Frauen,CATMA_1CC42082-7E15-4731-8570-71F4F74C8D9F,Rahmeninformationen Betroffene,Mhuerten,2025-07-15T17:10:24.165+0200,-9258422,,,,,,,,weiblich,erwachsen,ca. 20,B-S-u,
401,41960,42021,no_annotation_49, nicht einmal ein kirchenrechtliches Verfahren ange­ strengt ,,,,,,,,,,,,,,,,,
402,42021,42026,,wurde,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-07-15T17:28:53.689+0200,-9667700,,,,,,,,,,,,
